"","Measurement Year","Measure Name","Medical Group Name","Clinic Name","Clinic City","Clinic Zip Code","Denominator","Actual Rate","ZIP","home_ownership_rate","educ_attainment_rate","private_vehicle_rate","insurance_coverage_rate","workplace_rate","public_transit_to_work_rate","aggregate_travel_time_rate","covid_rate","public_fqhc_ind","County","code","Adults TCOC"
"19",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Cokato","Cokato",55321,52,0.4615,"55321",0.268229166666667,0.120721726190476,0.403645833333333,0.445870535714286,0.037202380952381,0.00297619047619048,11.5597098214286,0,0,"Wright",2,706
"20",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Coon Rapids","Coon Rapids",55433,1181,0.4225,"55433",0.272838785046729,0.166092289719626,0.463317757009346,0.558586448598131,0.0300817757009346,0.0188376168224299,11.941296728972,0,0,"Anoka",2,706
"21",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Cottage Grove","Cottage Grove",55016,391,0.3325,"55016",0.293380850060269,0.257664692626173,0.447382212672292,0.581992558042031,0.0472983596247576,0.00702269273098894,11.6408993239348,0,0,"Washington",2,706
"22",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Dean Lakes","Shakopee",55379,109,0.3853,"55379",0.2598506147455,0.239498971927322,0.456569174604507,0.551025974570937,0.0424656959422601,0.00639922789643741,10.7695858335781,0,0,"Scott",2,706
"23",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Eagan","Eagan",55121,460,0.4717,"55121",0.206984866123399,0.306169965075669,0.458323632130384,0.586728754365541,0.0189755529685681,0.0160651920838184,10.7584400465658,0,0,"Dakota",2,706
"24",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - East Lake Street","Minneapolis",55406,184,0.3152,"55406",0.29827485623802,0.414284523710309,0.375420173903381,0.610411978776009,0.0791732644387032,0.0503097480345584,10.9575797983165,0,0,"Hennepin",1,706
"25",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Edina Family Physicians","Edina",55436,272,0.2059,"55436",0.318659014557671,0.526735722284434,0.394666853303471,0.522396416573348,0.0489221724524076,0.00867861142217245,8.50468924972004,0,0,"Hennepin",1,706
"26",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Elk River","Elk River",55330,238,0.3824,"55330",0.298537279845691,0.201772715791407,0.470894854072424,0.562286160417002,0.0253966796022871,0.00535029506992124,14.4981515074973,0,0,"Sherburne",2,706
"27",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Faribault","Faribault",55021,500,0.476,"55021",0.264065894866556,0.142296591756656,0.387391769627396,0.460226351460907,0.025067289295327,0.000940428705775529,8.76820053831436,0,0,"Rice",5,706
"28",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Farmington","Farmington",55024,155,0.4194,"55024",0.296460661845277,0.211154941924173,0.477810650887574,0.58212798597414,0.0252301117685733,0.00728687267148806,13.7949265833881,0,0,"Dakota",2,706
"29",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Forest Lake","Forest Lake",55025,325,0.5508,"55025",0.294321220701589,0.247955010224949,0.46570709454145,0.566383514236275,0.0326411829479314,0.0090451470819569,13.7295501022495,0,0,"Washington",2,706
"30",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Fridley","Fridley",55432,296,0.402,"55432",0.248578191767346,0.198130898582803,0.420732269667066,0.535706600264379,0.0259768206830828,0.0194903009622183,10.9316302376341,0,0,"Anoka",2,706
"31",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Hastings","Hastings",55033,596,0.4346,"55033",0.302809255615118,0.210422745470584,0.456605822080478,0.555540476352039,0.0251747302707471,0.0027481848408767,12.0048178055235,0,0,"Dakota",2,706
"32",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Highland Park","St. Paul",55116,160,0.4375,"55116",0.224173670523499,0.416311762710587,0.377906757622583,0.582369125240267,0.063166622696265,0.0402517619568085,9.5482983454566,0,0,"Ramsey",1,706
"33",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Hopkins","St Paul",55343,156,0.3526,"55343",0.206066787549108,0.380553037171351,0.426601692354186,0.592475067996374,0.040420066485343,0.0209277727410094,9.8309534602599,0,0,"Hennepin",1,706
"34",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Inver Grove Heights","Inver Grove Heights",55076,247,0.4777,"55076",0.332133254340792,0.276716948457367,0.423916510960215,0.562320557808868,0.0242902064439685,0.0135806407510368,11.0828054504853,0,0,"Dakota",2,706
"35",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Isanti","Isanti",55040,188,0.4255,"55040",0.310989867498051,0.104159285764898,0.453482604690711,0.548217955076879,0.0389711613406079,0.00255083965138525,16.7944448380925,0,0,"Isanti",2,706
"36",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Isles","Minneapolis",55408,90,0.4222,"55408",0.118210862619808,0.410717110049663,0.40609875684054,0.697719292696043,0.0564324803087337,0.0853130041438649,13.7634833770917,0,0,"Hennepin",1,706
"37",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Lakeville","Lakeville",55044,125,0.256,"55044",0.300011836120458,0.339527569706295,0.426370876380176,0.583977274648721,0.035863444987403,0.0149304205204511,11.6450516562114,0,0,"Dakota",2,706
"38",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Maple Grove","Maple Grove",55369,199,0.4774,"55369",0.329112577144073,0.346616301340711,0.463662481379017,0.588369865928921,0.0431740795914024,0.018727388806129,11.9937752713343,0,0,"Hennepin",1,706
"39",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Maplewood","Maplewood",55109,238,0.3487,"55109",0.237801879971077,0.204801156905278,0.416543745480839,0.543456254519161,0.0402603036876356,0.017411424439624,11.0655097613883,0,0,"Ramsey",1,706
"40",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - New Ulm Medical Center","New Ulm",56073,511,0.3699,"56073",0.314481330188136,0.180829641562626,0.460560382026351,0.523502675335136,0.051665611875036,0.00212876129106496,6.91444680973477,0,0,"Brown",5,706
"41",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Nicollet Mall","Minneapolis",55402,260,0.3769,"55402",0,0.452542372881356,0.0644067796610169,0.888135593220339,0.0203389830508475,0.133898305084746,10.3050847457627,0,0,"Hennepin",1,706
"42",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Northfield","Northfield",55057,626,0.4728,"55057",0.227049081963279,0.265850634025361,0.327573102924117,0.590863634545382,0.0758030321212848,0.00300012000480019,8.17872714908596,0,0,"Rice",5,706
"43",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Oakdale Clinic","Oakdale",55128,116,0.4224,"55128",0.316415212403532,0.222241535145658,0.436000834318292,0.542967392060071,0.0431412083709935,0.011089480636863,10.5942779670444,0,0,"Washington",2,706
"44",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Plymouth","Plymouth",55441,346,0.4509,"55441",0.251233417388444,0.388444249534042,0.457241530533933,0.574662865913825,0.0526258085736213,0.00816796403903081,10.5851880276285,0,0,"Hennepin",1,706
"45",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Ramsey","Ramsey",55303,270,0.3333,"55303",0.279757967236079,0.212693100898868,0.448052453402856,0.567648546636056,0.0234250359936184,0.00723763570566948,12.6920308183198,0,0,"Anoka",2,706
"46",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Richfield","Richfield",55423,521,0.4683,"55423",0.26537068079814,0.320067052398205,0.432460931163143,0.559022332774563,0.0356891796896123,0.0352025090574812,11.5614016114205,0,0,"Hennepin",1,706
"47",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Savage","Savage",55378,155,0.3355,"55378",0.297403867385887,0.340304722248509,0.47831298697202,0.594650011040661,0.0288318980473802,0.0130910696823444,13.5915270811646,0,0,"Scott",2,706
"48",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Shakopee","Shakopee",55379,463,0.5313,"55379",0.2598506147455,0.239498971927322,0.456569174604507,0.551025974570937,0.0424656959422601,0.00639922789643741,10.7695858335781,0,0,"Scott",2,706
"49",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Sharpe Dillon Cockson & Associates","Edina",55435,71,0.2817,"55435",0.234058023703919,0.494219443030611,0.358321820693667,0.508616301897768,0.0551152475823457,0.0157056642187159,7.84992365302116,0,0,"Hennepin",1,706
"50",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Shoreview","Shoreview",55126,339,0.3628,"55126",0.35155479226806,0.447911718493076,0.409763583878394,0.551065151459787,0.0686593342346622,0.00456754485329046,10.5424416267768,0,0,"Ramsey",1,706
"51",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - St. Francis Health Services - Jordan","Jordan",55352,38,0.4211,"55352",0.27639569049951,0.18050930460333,0.488050930460333,0.555827619980411,0.0167482859941234,0.00577864838393732,14.3707149853085,0,0,"Scott",2,706
"52",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - St. Michael","St. Michael",55376,154,0.4221,"55376",0.309026233881725,0.284737661182748,0.47843485993775,0.580257892396621,0.0348488216985327,0.00350155624722099,14.228823921743,0,0,"Wright",2,706
"53",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - United Medical Specialties","St. Paul",55102,151,0.3179,"55102",0.239343743405782,0.437064781599494,0.395811352606035,0.6387423507069,0.0672610255328128,0.0380354505169867,10.5734332137582,0,0,"Ramsey",1,706
"54",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Uptown","Minneapolis",55408,214,0.3925,"55408",0.118210862619808,0.410717110049663,0.40609875684054,0.697719292696043,0.0564324803087337,0.0853130041438649,13.7634833770917,0,0,"Hennepin",1,706
"55",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Vadnais Heights","Vadnais Heights",55110,122,0.3607,"55110",0.313816365415315,0.304856068798599,0.441732324012565,0.544260775529121,0.0438488078685823,0.00478912405376178,11.2288222874504,0,0,"Ramsey",1,706
"56",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - West St. Paul","West St. Paul",55118,399,0.3734,"55118",0.28897615903246,0.319837353166053,0.382115798985195,0.523006881212206,0.0500799332730938,0.0229721276152082,9.48304024466532,0,0,"Dakota",2,706
"57",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health","Allina Health - Woodbury","Woodbury",55125,642,0.4579,"55125",0.298374109289859,0.389596064329679,0.441262767764566,0.576496282732908,0.0433497319596726,0.0131924375124093,11.1816938383816,0,0,"Washington",2,706
"58",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Allina Health Apple Valley","Apple Valley Medical Clinic - Family Practice","Apple Valley",55124,422,0.3697,"55124",0.289896265184568,0.300776653330195,0.435939678114307,0.554501511667904,0.0345239603888698,0.0188460633271177,12.2482213009396,0,0,"Dakota",2,NA
"59",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Alluma","Alluma","Crookston",56716,393,0.5115,"56716",0.253893397674929,0.228558894494407,0.38791401623163,0.528295678876947,0.0617459969291511,0.00186444395700812,5.85709585435403,0,0,"Polk",4,NA
"60",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Alomere Health","Alexandria Clinic, A Service of Alomere Health","Alexandria",56308,529,0.4858,"56308",0.308122277475811,0.215758837361705,0.434755791989515,0.516479703943564,0.0235919972244709,0.000385490150726649,8.5137427238734,0,0,"Douglas",5,680
"61",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Altru Health System","Altru Health System - Grand Forks","Grand Forks",58206,430,0.307,"58206",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,784
"62",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Amery Hospital and Clinic","AHC - Amery","Amery",54001,259,0.7066,"54001",0.324300478951349,0.173430804134106,0.450718427022939,0.503150995714646,0.0233173682883791,0,13.1629694983615,0,0,NA,NA,704
"63",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Amery Hospital and Clinic","AHC - Turtle Lake","Turtle Lake",54889,34,0.7059,"54889",0.315602836879433,0.169503546099291,0.40886524822695,0.474468085106383,0.0283687943262411,0.0024822695035461,11.4095744680851,0,0,NA,NA,704
"64",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Associated Clinic of Psychology","Associated Clinic of Psychology-Apple Valley","Apple Valley",55124,407,0.4521,"55124",0.289896265184568,0.300776653330195,0.435939678114307,0.554501511667904,0.0345239603888698,0.0188460633271177,12.2482213009396,0,0,"Dakota",2,NA
"65",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Associated Clinic of Psychology","Associated Clinic of Psychology-Brooklyn Center","Brooklyn Center",55430,226,0.4735,"55430",0.211935664697512,0.141908498986676,0.389935750937864,0.523608296321849,0.0540295804406882,0.0341511793368117,11.0355310249666,0,0,"Hennepin",1,NA
"66",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Associated Clinic of Psychology","Associated Clinic of Psychology-Minneapolis","Minneapolis",55416,1020,0.5118,"55416",0.258067347356719,0.551768526374302,0.449255434305608,0.650361311839911,0.0511687779760686,0.0299289078727948,10.5058365758755,0,0,"Hennepin",1,NA
"67",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Associated Clinic of Psychology","Associated Clinic of Psychology-St Louis Park","St. Louis Park",55426,839,0.4279,"55426",0.301349616895492,0.420598187546186,0.478277779938548,0.613861771226323,0.0495507759324803,0.0195247170471783,11.3150013612851,0,0,"Hennepin",1,NA
"68",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Associated Clinic of Psychology","Associated Clinic of Psychology-West St. Paul","West St. Paul",55118,498,0.5602,"55118",0.28897615903246,0.319837353166053,0.382115798985195,0.523006881212206,0.0500799332730938,0.0229721276152082,9.48304024466532,0,0,"Dakota",2,NA
"69",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Bluestone Physician Services","Bluestone Physician Services","Stillwater",55082,41,0.122,"55082",0.29895399221704,0.345154969226948,0.397620953274639,0.533960754008777,0.034940523831866,0.00516104103993597,10.5122402230011,0,0,"Washington",2,NA
"70",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Boynton Health Service","Boynton Health Service","Minneapolis",55455,1813,0.4821,"55455",0,0.00400069577317794,0.072186467211689,0.478170116542007,0.0146112367368238,0.0320055661854236,3.64672116889894,0,0,"Hennepin",1,NA
"71",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Boynton Health Service","Boynton Health Service St. Paul","St. Paul",55108,94,0.5426,"55108",0.234837615755837,0.501891222120777,0.367549236989696,0.638711360375636,0.0965175427155341,0.0593452458588757,10.3844398069649,0,0,"Ramsey",1,NA
"72",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Catholic Charities Behavioral Health Clinic","Catholic Charities Behavioral Health Clinic","St. Cloud",56303,79,0.3038,"56303",0.271781639317824,0.211869531911462,0.460791033342741,0.559367818409063,0.0628149820586219,0.00556384308349796,8.97230173769302,0,0,"Stearns",4,NA
"73",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CCM Health","CCM HEALTH","Montevideo",56265,103,0.165,"56265",0.291782822248772,0.141776184786937,0.429045532988185,0.482277976901633,0.0345148015398911,0.002389486260454,8.58555688304792,0,0,"Chippewa",6,861
"74",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","Cedar Riverside People's Center","Cedar Riverside People's Center - People's Center Medical Clinic","Minneapolis",55454,143,0.2448,"55454",0.0443986726170042,0.133768165694015,0.135599038791624,0.517908227485982,0.0550406224968532,0.0558416294770569,6.99050234580616,0,1,"Hennepin",1,NA
"75",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Carris Health - Litchfield East Clinic","Litchfield",55355,88,0.2614,"55355",0.320778537611783,0.145291951604419,0.432088374539716,0.505102577590742,0.0324039978958443,0.000315623356128353,8.52288269331931,0,1,"Meeker",6,660
"76",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Carris Health - Litchfield West Clinic","Litchfield",55355,81,0.2469,"55355",0.320778537611783,0.145291951604419,0.432088374539716,0.505102577590742,0.0324039978958443,0.000315623356128353,8.52288269331931,0,1,"Meeker",6,660
"77",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Carris Health - New London Clinic","New London",56273,54,0.4259,"56273",0.344213649851632,0.224134520276954,0.422551928783383,0.489218595450049,0.0280909990108803,0.000791295746785361,9.72007912957468,0,1,"Kandiyohi",5,660
"78",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Carris Health - Redwood Clinic","Redwood Falls",56283,86,0.1977,"56283",0.285,0.1409375,0.4146875,0.4709375,0.03421875,0.001875,6.12421875,0,1,"Redwood",6,660
"79",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Carris Health - Willmar Main Clinic","Willmar",56201,474,0.3544,"56201",0.242225124479634,0.148885805240389,0.444045384050282,0.50032650395886,0.028650722390009,0.0098359317606726,6.56272957309607,0,1,"Kandiyohi",5,660
"80",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Carris Health - Willmar Skylark Clinic","Willmar",56201,31,0.5484,"56201",0.242225124479634,0.148885805240389,0.444045384050282,0.50032650395886,0.028650722390009,0.0098359317606726,6.56272957309607,0,1,"Kandiyohi",5,660
"81",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Centracare Clinic - Albany","Albany",56307,120,0.4667,"56307",0.298294922240959,0.137530447817126,0.420835675473112,0.518268690275436,0.0459059396664793,0,11.0989319842608,0,0,"Stearns",4,660
"82",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Clinic - Becker","Becker",55308,185,0.4865,"55308",0.306471686372122,0.154947106409459,0.502489110143124,0.568243103090645,0.0378552167600083,0.00943787595934453,15.8068865380626,0,0,"Sherburne",2,660
"83",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Clinic - Big Lake","Big Lake",55309,198,0.5758,"55309",0.306978360135001,0.179968235060552,0.507097478657931,0.603434584077824,0.0334524518562637,0.00967837998808815,17.5697339686321,0,0,"Sherburne",2,660
"84",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Clinic - Northway","St. Cloud",56303,422,0.4976,"56303",0.271781639317824,0.211869531911462,0.460791033342741,0.559367818409063,0.0628149820586219,0.00556384308349796,8.97230173769302,0,0,"Stearns",4,660
"85",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Centracare Clinic - SCMG Clearwater Medical Clinic","Clearwater",55320,98,0.3878,"55320",0.313427158615443,0.179345758843667,0.47869912514264,0.559528337771016,0.0445036135412704,0,14.0119817421073,0,0,"Wright",2,660
"86",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Centracare Clinic - SCMG Cold Spring Medical Clinic","Cold Spring",56320,77,0.4675,"56320",0.317767238234221,0.199927033929223,0.471360817219993,0.506141310957072,0.0486440471847258,0.00109449106165633,10.9017390246869,0,0,"Stearns",4,660
"87",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Centracare Clinic - SCMG Northwest","St. Cloud",56303,846,0.4504,"56303",0.271781639317824,0.211869531911462,0.460791033342741,0.559367818409063,0.0628149820586219,0.00556384308349796,8.97230173769302,0,0,"Stearns",4,660
"88",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","Centracare Clinic - SCMG St. Cloud Medical Group South","St. Cloud",56301,350,0.4257,"56301",0.187628691507066,0.173835782585395,0.421572222378924,0.596451640199701,0.0612642089526979,0.0154288776690266,9.73641158717175,0,0,"Stearns",4,660
"89",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Clinic - St. Joseph","St. Joseph",56374,187,0.4706,"56374",0.261748357756443,0.196766043456291,0.474178878221324,0.624456796361799,0.10500252652855,0.0132390096008085,11.44466902476,0,0,"Stearns",4,660
"90",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Health - Family Health Center","St. Cloud",56303,386,0.4119,"56303",0.271781639317824,0.211869531911462,0.460791033342741,0.559367818409063,0.0628149820586219,0.00556384308349796,8.97230173769302,0,0,"Stearns",4,660
"91",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Health - Long Prairie","Long Prairie",56347,140,0.4143,"56347",0.272805933250927,0.0870210135970334,0.333003708281829,0.4389369592089,0.0233621755253399,0.000618046971569839,8.18541409147095,0,0,"Todd",6,660
"92",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Health - Melrose","Melrose",56352,199,0.5377,"56352",0.331858407079646,0.111810755616065,0.436691626957114,0.506977535738598,0.0243362831858407,0.000850918992511913,8.76701837985024,0,0,"Stearns",4,660
"93",2019,"PHQ-9 Follow-up Rate at 6 Months Adult","CentraCare Health","CentraCare Health - Paynesville Clinic","Paynesville",56362,123,0.4715,"56362",0.337488196411709,0.182813975448536,0.441737488196412,0.513125590179415,0.0307837582625118,0.0130311614730878,11.8271954674221,0,0,"Stearns",4,660
