Fiscal Year,Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Outcomes Domain Score,Weighted Normalized Clinical Outcomes Domain Score,Unweighted Person And Community Engagement Domain Score,Weighted Person And Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency And Cost Reduction Domain Score,Weighted Efficiency And Cost Reduction Domain Score,Total Performance Score
2023,010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,15.000000000000,3.750000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,10.000000000000,2.500000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,24.000000000000,6.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,15.000000000000,3.750000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,35.000000000000,8.750000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,MONROE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,20.000000000000,5.000000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,0.000000000000,0.000000000000,Not Available,Not Available,Not Available,Not Available,90.000000000000,22.500000000000,Not Available
2023,010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,27.500000000000,6.875000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,18.000000000000,4.500000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,24.000000000000,6.000000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,0.000000000000,0.000000000000,Not Available,Not Available,Not Available,Not Available,90.000000000000,22.500000000000,Not Available
2023,010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,0.000000000000,0.000000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,10.000000000000,2.500000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,40.000000000000,10.000000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,44.000000000000,11.000000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA-SUSITNA,20.000000000000,5.000000000000,Not Available,Not Available,Not Available,Not Available,70.000000000000,17.500000000000,Not Available
2023,020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,40.000000000000,10.000000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,50.000000000000,12.500000000000,Not Available,Not Available,Not Available,Not Available,100.000000000000,25.000000000000,Not Available
2023,020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,44.000000000000,11.000000000000,Not Available,Not Available,Not Available,Not Available,50.000000000000,12.500000000000,Not Available
2023,020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.000000000000,25.000000000000,Not Available
2023,020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,0.000000000000,0.000000000000,Not Available,Not Available,Not Available,Not Available,60.000000000000,15.000000000000,Not Available
2023,020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,27.500000000000,6.875000000000,Not Available,Not Available,Not Available,Not Available,50.000000000000,12.500000000000,Not Available
2023,030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,30.000000000000,7.500000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,56.000000000000,14.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,37.500000000000,9.375000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,22.000000000000,5.500000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,45.000000000000,11.250000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,42.000000000000,10.500000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,40.000000000000,10.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,36.000000000000,9.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,30.000000000000,7.500000000000,Not Available,Not Available,Not Available,Not Available,50.000000000000,12.500000000000,Not Available
2023,030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,32.000000000000,8.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,42.500000000000,10.625000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,46.666666666667,11.666666666667,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,24.000000000000,6.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,27.500000000000,6.875000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,60.000000000000,15.000000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,44.000000000000,11.000000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,40.000000000000,10.000000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,52.500000000000,13.125000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85719,PIMA,12.500000000000,3.125000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,20.000000000000,5.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,46.000000000000,11.500000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80.000000000000,20.000000000000,Not Available
2023,030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,12.500000000000,3.125000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,030085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,PIMA,24.000000000000,6.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,56.000000000000,14.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,23.333333333333,5.833333333333,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,030089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,38.000000000000,9.500000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,28.000000000000,7.000000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,030093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,55.000000000000,13.750000000000,Not Available,Not Available,Not Available,Not Available,50.000000000000,12.500000000000,Not Available
2023,030094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,24.000000000000,6.000000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,MOHAVE,6.666666666667,1.666666666667,Not Available,Not Available,Not Available,Not Available,100.000000000000,25.000000000000,Not Available
2023,030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,78.000000000000,19.500000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,50.000000000000,12.500000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,17.500000000000,4.375000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,PIMA,65.000000000000,16.250000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,PIMA,22.500000000000,5.625000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,030115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,MARICOPA,16.000000000000,4.000000000000,Not Available,Not Available,Not Available,Not Available,30.000000000000,7.500000000000,Not Available
2023,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,37.500000000000,9.375000000000,Not Available,Not Available,Not Available,Not Available,100.000000000000,25.000000000000,Not Available
2023,030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,MARICOPA,35.000000000000,8.750000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,20.000000000000,5.000000000000,Not Available,Not Available,Not Available,Not Available,20.000000000000,5.000000000000,Not Available
2023,030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,25.000000000000,6.250000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,030123,HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,MARICOPA,65.000000000000,16.250000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,030130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,PINAL,25.000000000000,6.250000000000,Not Available,Not Available,Not Available,Not Available,40.000000000000,10.000000000000,Not Available
2023,030134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,PINAL,25.000000000000,6.250000000000,Not Available,Not Available,Not Available,Not Available,90.000000000000,22.500000000000,Not Available
2023,030139,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,9130 EAST ELLIOT ROAD,MESA,AZ,85212,MARICOPA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,10.000000000000,2.500000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,040002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,JOHNSON,43.333333333333,10.833333333333,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,040004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,WASHINGTON,32.000000000000,8.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,040007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,54.000000000000,13.500000000000,Not Available,Not Available,Not Available,Not Available,10.000000000000,2.500000000000,Not Available
2023,040010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,28.000000000000,7.000000000000,Not Available,Not Available,Not Available,Not Available,0.000000000000,0.000000000000,Not Available
2023,040011,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,AR,72833,YELL,0.000000000000,0.000000000000,Not Available,Not Available,Not Available,Not Available,80.000000000000,20.000000000000,Not Available
